number_of_items,total_price,total_freight,number_of_payments,total_payment_value,purchase_hour,purchase_weekday,purchase_month,estimated_delivery_days,customer_state,distance_km
1.0,16.9,10.96,3.0,27.86,18,Monday,2016-10,50.24329861111111,SP,446.1524712200356
1.0,10.9,8.72,1.0,19.62,23,Friday,2016-12,26.030011574074074,PR,10.536872492872082
1.0,10.9,8.72,1.0,19.62,11,Thursday,2017-01,26.502708333333334,PR,10.536872492872082
1.0,10.9,8.72,1.0,19.62,12,Thursday,2017-01,38.49907407407407,PR,10.536872492872082
1.0,2.9,8.72,1.0,11.62,12,Thursday,2017-01,38.495416666666664,PR,11.661945218567519
1.0,7.9,8.72,1.0,16.62,12,Thursday,2017-01,38.493657407407404,PR,11.661945218567519
1.0,9.9,8.72,1.0,18.62,12,Thursday,2017-01,38.492094907407406,PR,11.661945218567519
1.0,10.9,8.72,1.0,19.62,12,Thursday,2017-01,26.48960648148148,PR,6.443912561741938
1.0,11.9,8.72,1.0,20.62,13,Thursday,2017-01,38.45708333333334,PR,10.536872492872082
1.0,10.9,8.72,1.0,19.62,13,Thursday,2017-01,26.438159722222224,PR,10.536872492872082
1.0,10.9,8.72,1.0,19.62,13,Thursday,2017-01,26.436550925925925,PR,10.536872492872082
1.0,10.9,8.72,1.0,19.62,13,Thursday,2017-01,26.434895833333332,PR,15.043854710526785
1.0,9.9,8.72,1.0,18.62,13,Thursday,2017-01,38.434317129629626,PR,10.536872492872082
1.0,6.9,8.72,1.0,15.62,13,Thursday,2017-01,38.433252314814816,PR,10.536872492872082
1.0,10.9,8.72,1.0,19.62,13,Thursday,2017-01,26.432858796296298,PR,10.536872492872082
1.0,9.9,8.72,1.0,18.62,13,Thursday,2017-01,38.43232638888889,PR,15.043854710526785
1.0,9.9,8.72,1.0,18.62,13,Thursday,2017-01,38.428275462962965,PR,10.536872492872082
1.0,9.9,8.72,1.0,18.62,13,Thursday,2017-01,38.42444444444445,PR,15.043854710526785
1.0,10.9,8.72,1.0,19.62,13,Thursday,2017-01,38.42177083333333,PR,10.536872492872082
1.0,9.9,8.72,1.0,18.62,13,Thursday,2017-01,38.41701388888889,PR,10.536872492872082
1.0,9.9,8.72,1.0,18.62,14,Thursday,2017-01,38.404131944444444,PR,12.528519106280896
1.0,10.9,8.72,1.0,19.62,14,Thursday,2017-01,26.40136574074074,PR,12.528519106280896
1.0,10.9,8.72,1.0,19.62,14,Thursday,2017-01,26.400069444444444,PR,12.528519106280896
1.0,10.9,8.72,1.0,19.62,14,Thursday,2017-01,38.39329861111111,PR,10.536872492872082
1.0,10.9,8.72,1.0,19.62,14,Thursday,2017-01,26.391458333333333,PR,7.705222008934064
1.0,9.9,8.72,1.0,18.62,14,Thursday,2017-01,38.38747685185185,PR,10.536872492872082
1.0,9.9,8.72,1.0,18.62,14,Thursday,2017-01,38.38131944444444,PR,12.528519106280896
1.0,6.9,8.72,1.0,15.62,15,Thursday,2017-01,38.357592592592596,PR,12.528519106280896
1.0,9.9,8.72,1.0,18.62,15,Thursday,2017-01,38.35752314814815,PR,12.528519106280896
1.0,9.9,14.52,1.0,24.42,15,Thursday,2017-01,40.352094907407405,SP,502.769951547226
1.0,11.9,8.72,1.0,20.62,15,Thursday,2017-01,38.348634259259256,PR,10.536872492872082
1.0,8.9,8.72,1.0,17.62,16,Thursday,2017-01,38.32978009259259,PR,12.302602887607557
1.0,34.9,16.05,1.0,50.95,19,Thursday,2017-01,32.171898148148145,ES,763.1649647569536
1.0,65.0,26.92,1.0,91.92,22,Thursday,2017-01,48.046840277777775,BA,1484.3044839857555
1.0,159.99,15.29,1.0,175.28,13,Friday,2017-01,40.42828703703704,MG,357.0996358877287
1.0,109.9,14.94,1.0,124.84,21,Friday,2017-01,44.10568287037037,MG,514.4804395121222
1.0,10.49,10.96,1.0,21.45,21,Friday,2017-01,38.10372685185185,SP,82.69066769627372
1.0,636.0,30.71,5.0,666.71,23,Friday,2017-01,40.019872685185184,RN,2263.7471553572614
1.0,34.9,12.93,1.0,47.83,0,Saturday,2017-01,38.97584490740741,SP,109.95600310450264
1.0,370.0,19.43,1.0,389.43,13,Saturday,2017-01,52.43793981481482,MG,706.5172386691285
2.0,798.0,48.52,1.0,846.52,17,Saturday,2017-01,40.27712962962963,PR,604.6726202157304
1.0,149.0,15.21,1.0,164.21,20,Saturday,2017-01,30.13505787037037,RJ,595.8710973637216
1.0,10.99,14.11,1.0,25.1,9,Sunday,2017-01,39.60061342592593,RJ,330.43135453910907
1.0,68.9,15.69,1.0,84.59,9,Sunday,2017-01,39.60053240740741,RJ,554.3435280307791
1.0,239.9,16.89,1.0,256.79,20,Sunday,2017-01,39.149166666666666,SC,261.79350337712884
1.0,129.99,11.38,1.0,141.37,20,Sunday,2017-01,38.12674768518519,SP,71.78159642879031
2.0,77.0,31.12,1.0,108.12,0,Monday,2017-01,45.97409722222222,RJ,320.8587855808137
1.0,7.9,8.72,1.0,16.62,14,Monday,2017-01,36.413587962962964,PR,4.0202115326016745
1.0,349.99,17.66,1.0,367.65,17,Monday,2017-01,38.256875,MG,299.1160036653262
1.0,129.0,22.37,1.0,151.37,21,Monday,2017-01,38.103298611111114,SP,376.80985397682105
1.0,109.9,20.85,1.0,130.75,21,Monday,2017-01,28.09673611111111,RJ,640.4449812442627
1.0,65.9,22.39,1.0,88.29,13,Tuesday,2017-01,48.41767361111111,SE,1729.565763489229
1.0,380.0,45.07,1.0,425.07,14,Tuesday,2017-01,42.41103009259259,SP,539.8573009842554
1.0,48.9,15.56,1.0,64.46,16,Tuesday,2017-01,40.31155092592593,RJ,577.9863494491893
1.0,699.17,20.59,1.0,719.76,17,Tuesday,2017-01,42.2790625,RJ,1135.868061134746
1.0,176.0,15.4,1.0,191.4,19,Tuesday,2017-01,40.178125,SC,570.67266662008
1.0,64.9,17.29,1.0,82.19,22,Tuesday,2017-01,44.06723379629629,ES,900.2818212282181
1.0,97.99,19.28,1.0,117.27,0,Wednesday,2017-01,40.990381944444444,PR,862.8850701931246
1.0,17.5,10.96,1.0,28.46,10,Wednesday,2017-01,26.56625,SP,19.787086088341404
1.0,380.0,39.06,1.0,419.06,11,Wednesday,2017-01,40.52681712962963,MG,552.7279831287344
1.0,380.0,39.06,1.0,419.06,11,Wednesday,2017-01,40.51738425925926,MG,492.430312447461
1.0,10.99,15.65,1.0,26.64,12,Wednesday,2017-01,42.46535879629629,RS,847.560631113712
1.0,380.0,44.04,1.0,424.04,15,Wednesday,2017-01,42.33570601851852,RJ,929.0844738591312
1.0,119.9,11.45,1.0,131.35,19,Wednesday,2017-01,36.193703703703704,SP,104.66625343723653
1.0,129.99,29.19,1.0,159.18,20,Wednesday,2017-01,46.15789351851852,MG,876.1450980082061
1.0,209.9,19.75,1.0,229.65,22,Wednesday,2017-01,40.05765046296296,SC,166.02201826771127
1.0,129.0,15.07,1.0,144.07,23,Wednesday,2017-01,28.01880787037037,MG,572.6043456802189
1.0,39.9,10.96,1.0,50.86,0,Thursday,2017-01,38.995694444444446,PR,280.7660283861562
1.0,19.9,10.96,1.0,30.86,9,Thursday,2017-01,38.59337962962963,SP,493.37900874202273
1.0,33.9,24.84,1.0,58.74,12,Thursday,2017-01,52.499143518518515,CE,2309.3195289323667
1.0,59.9,24.91,1.0,84.81,12,Thursday,2017-01,54.467650462962965,PA,2324.5873630788437
1.0,59.9,14.59,1.0,74.49,13,Thursday,2017-01,40.45017361111111,MG,399.47326704832165
2.0,354.8,32.7,1.0,387.5,15,Thursday,2017-01,31.334270833333335,SP,307.2252005346204
1.0,39.9,14.52,1.0,54.42,18,Thursday,2017-01,40.22908564814815,SP,442.704700065981
1.0,99.9,15.81,1.0,115.71,20,Thursday,2017-01,41.1619212962963,SP,241.4971270165526
2.0,323.1,43.16,1.0,366.26,20,Thursday,2017-01,48.14710648148148,GO,1119.06611310861
1.0,10.49,10.96,1.0,21.45,22,Thursday,2017-01,38.06611111111111,SP,222.30364388216606
1.0,59.9,15.63,1.0,75.53,23,Thursday,2017-01,40.03394675925926,MG,433.8390629943813
1.0,377.0,22.72,1.0,399.72,23,Thursday,2017-01,40.01192129629629,MG,541.8988547652126
1.0,189.99,12.72,1.0,202.71,0,Friday,2017-01,38.98996527777778,SP,26.106761018698457
1.0,69.9,15.7,1.0,85.6,9,Friday,2017-01,40.62324074074074,MG,354.21599747905157
1.0,69.9,13.07,1.0,82.97,11,Friday,2017-01,41.53685185185185,SP,321.7600915289761
1.0,498.99,18.6,1.0,517.59,15,Friday,2017-01,26.367175925925928,SC,0.0
1.0,279.0,26.44,1.0,305.44,15,Friday,2017-01,40.36675925925926,CE,1976.6854550478606
1.0,380.0,39.06,1.0,419.06,17,Friday,2017-01,40.25474537037037,MG,590.3769886332702
1.0,380.0,39.06,1.0,419.06,20,Friday,2017-01,40.16076388888889,MG,531.9908964434369
1.0,380.0,45.07,1.0,425.07,20,Friday,2017-01,44.12923611111111,SP,940.2426329515959
1.0,113.0,36.62,1.0,149.62,22,Friday,2017-01,46.068275462962966,DF,1081.4095541417648
1.0,89.9,15.84,1.0,105.74,23,Friday,2017-01,40.02431712962963,MG,724.2605405148809
1.0,34.9,14.11,1.0,49.01,1,Saturday,2017-01,30.947060185185187,SP,479.64779997263895
1.0,89.9,17.37,1.0,107.27,8,Saturday,2017-01,33.643287037037034,MG,243.2305231852454
1.0,38.5,11.74,1.0,58.03,14,Saturday,2017-01,45.402766203703706,MG,523.9916620511417
1.0,109.9,14.94,1.0,124.84,15,Saturday,2017-01,44.367037037037036,RJ,440.74314312347144
1.0,66.9,11.08,1.0,77.98,15,Saturday,2017-01,38.34597222222222,SP,308.82812108384957
1.0,28.0,17.78,1.0,45.78,15,Saturday,2017-01,36.34560185185185,DF,864.742785964568
1.0,29.9,14.11,1.0,44.01,16,Saturday,2017-01,40.32570601851852,DF,628.2259587217613
1.0,45.0,17.19,1.0,62.19,16,Saturday,2017-01,44.30834490740741,MG,600.7882018917578
1.0,83.5,13.16,1.0,96.66,17,Saturday,2017-01,31.260439814814816,SP,79.74499326865133
1.0,99.9,60.77,1.0,160.67,17,Saturday,2017-01,44.25150462962963,RJ,833.0614610484479
1.0,89.9,14.4,1.0,104.3,17,Saturday,2017-01,31.25025462962963,SP,435.40718688433736
1.0,10.99,14.52,1.0,25.51,18,Saturday,2017-01,40.23092592592592,MG,384.49310901988036
1.0,59.9,17.26,1.0,77.16,21,Saturday,2017-01,44.10502314814815,DF,797.0447888703197
1.0,34.9,16.05,1.0,50.95,22,Saturday,2017-01,32.07096064814815,GO,662.8106627811351
1.0,24.9,10.96,1.0,35.86,23,Saturday,2017-01,30.03818287037037,SP,312.51510126190925
1.0,29.9,10.96,1.0,40.86,23,Saturday,2017-01,40.03818287037037,SP,312.51510126190925
2.0,20.98,29.04,1.0,50.02,0,Sunday,2017-01,39.998784722222226,MG,172.25610270975295
1.0,38.9,16.05,1.0,54.95,10,Sunday,2017-01,43.573252314814816,DF,885.5243860546117
1.0,159.9,16.33,1.0,176.23,12,Sunday,2017-01,39.47400462962963,SP,375.7110157459122
1.0,349.9,24.38,1.0,374.28,12,Sunday,2017-01,57.47116898148148,BA,1743.450604448317
2.0,77.0,31.12,1.0,108.12,14,Sunday,2017-01,39.4062037037037,SP,114.52222274266005
1.0,380.0,39.06,1.0,419.06,14,Sunday,2017-01,39.39173611111111,MG,588.2858855088052
1.0,48.9,15.56,1.0,64.46,15,Sunday,2017-01,39.33884259259259,RJ,453.3435890259456
1.0,380.0,49.7,1.0,429.7,17,Sunday,2017-01,45.25282407407408,PR,982.7118561404608
1.0,149.9,19.33,1.0,169.23,17,Sunday,2017-01,44.250902777777775,RJ,579.0536716400284
1.0,149.9,19.33,1.0,169.23,17,Sunday,2017-01,32.2508912037037,RJ,579.0536716400284
1.0,50.9,11.75,1.0,62.65,18,Sunday,2017-01,44.210034722222225,SP,295.0787372010443
1.0,183.9,15.46,1.0,199.36,21,Sunday,2017-01,29.09255787037037,SC,437.531818144228
1.0,89.99,14.66,1.0,104.65,23,Sunday,2017-01,42.02950231481481,SC,771.1514026936264
6.0,119.4,50.0,1.0,169.4,23,Sunday,2017-01,56.024039351851854,RS,843.7035705075176
1.0,164.99,25.29,1.0,190.28,0,Monday,2017-01,38.99609953703704,RN,2305.803832021915
1.0,137.99,11.58,1.0,149.57,9,Monday,2017-01,24.58559027777778,SP,199.8337858456373
2.0,79.8,18.0,1.0,97.8,13,Monday,2017-01,45.45704861111111,RJ,361.7307159412526
4.0,399.6,53.12,1.0,452.72,13,Monday,2017-01,28.44599537037037,SP,292.1374324358127
1.0,45.9,10.96,1.0,56.86,13,Monday,2017-01,51.44599537037037,SP,292.1374324358127
1.0,10.99,8.72,1.0,19.71,13,Monday,2017-01,36.443530092592596,SP,16.163492872116027
1.0,629.0,36.7,1.0,665.7,14,Monday,2017-01,42.41376157407407,SP,858.4651705480318
1.0,34.9,14.52,1.0,49.42,14,Monday,2017-01,38.39974537037037,SP,522.2665546683586
1.0,74.5,19.22,1.0,93.72,16,Monday,2017-01,36.304652777777775,BA,1063.8924798252442
1.0,595.99,32.36,1.0,628.35,18,Monday,2017-01,42.22443287037037,MG,557.4704785928941
1.0,29.4,16.05,1.0,45.45,19,Monday,2017-01,62.20518518518519,RS,903.6406435814511
2.0,90.0,35.82,1.0,125.82,19,Monday,2017-01,50.19109953703704,GO,813.1099091505206
1.0,370.0,17.8,1.0,387.8,21,Monday,2017-01,50.11915509259259,SP,365.54489552392346
1.0,345.0,27.64,1.0,372.64,21,Monday,2017-01,28.112384259259258,MG,86.18851005663528
1.0,184.99,16.59,1.0,201.58,21,Monday,2017-01,34.08644675925926,DF,868.415000637515
1.0,28.0,14.52,1.0,42.52,22,Monday,2017-01,30.04292824074074,SP,506.1108862698658
1.0,39.0,16.11,1.0,55.11,23,Monday,2017-01,44.03912037037037,RS,895.4798232184252
1.0,14.97,14.52,1.0,33.33,23,Monday,2017-01,42.02412037037037,MG,480.56435027373675
1.0,290.0,13.42,1.0,303.42,0,Tuesday,2017-01,40.98872685185185,SP,310.5842510020775
4.0,180.0,62.24,1.0,242.24,9,Tuesday,2017-01,42.61417824074074,SP,204.4385693660175
1.0,39.0,11.31,1.0,50.31,9,Tuesday,2017-01,40.61394675925926,SP,88.94356394235386
1.0,49.9,17.09,1.0,66.99,10,Tuesday,2017-01,42.549247685185186,RJ,238.02813589456264
1.0,48.9,11.74,1.0,60.64,11,Tuesday,2017-01,40.5265625,SP,279.10911794674126
1.0,37.9,15.56,1.0,53.46,11,Tuesday,2017-01,42.52297453703704,RJ,351.75324583164144
1.0,45.9,20.8,1.0,66.7,12,Tuesday,2017-01,58.48909722222222,BA,1496.106160099734
1.0,44.95,14.52,1.0,59.47,12,Tuesday,2017-01,30.47076388888889,RJ,575.3732259848163
1.0,45.9,14.52,1.0,60.42,13,Tuesday,2017-01,47.44179398148148,MG,572.7439358618482
1.0,68.9,17.22,8.0,86.12,14,Tuesday,2017-01,43.40006944444445,RJ,327.53017720303137
1.0,45.9,15.56,8.0,61.46,14,Tuesday,2017-01,43.400046296296296,RJ,570.4374334026311
1.0,44.9,15.56,1.0,60.46,14,Tuesday,2017-01,40.38172453703704,SC,532.9901158374444
1.0,66.9,15.68,1.0,82.58,14,Tuesday,2017-01,40.37674768518519,RJ,308.11845923856464
2.0,21.98,21.92,1.0,43.9,14,Tuesday,2017-01,36.3765625,SP,16.468011282155057
2.0,48.8,29.04,1.0,77.84,15,Tuesday,2017-01,40.37392361111111,MG,369.16194589441494
1.0,159.9,27.59,1.0,187.49,15,Tuesday,2017-01,36.35377314814815,BA,1295.5018242467218
1.0,38.9,14.52,1.0,53.42,16,Tuesday,2017-01,30.315636574074073,RJ,250.02297967471193
1.0,379.0,27.14,1.0,406.14,16,Tuesday,2017-01,50.30054398148148,PA,1902.2052993318955
1.0,169.9,15.36,1.0,185.26,16,Tuesday,2017-01,28.292986111111112,SP,700.7565387772453
1.0,199.99,16.61,1.0,216.6,16,Tuesday,2017-01,40.29201388888889,SP,424.9577935064433
1.0,44.95,10.96,1.0,55.91,18,Tuesday,2017-01,26.233171296296295,SP,48.741182381339485
1.0,38.9,11.16,1.0,50.06,18,Tuesday,2017-01,28.220416666666665,SP,76.25946052210239
1.0,349.9,17.66,1.0,367.56,18,Tuesday,2017-01,48.219340277777775,RS,467.87018003983803
1.0,38.9,11.16,1.0,50.06,18,Tuesday,2017-01,28.20974537037037,SP,71.04519308701576
1.0,44.6,14.52,1.0,59.12,19,Tuesday,2017-01,40.16967592592592,RJ,220.4132578580919
1.0,38.5,15.56,1.0,54.06,20,Tuesday,2017-01,47.15266203703704,SP,69.25094612176004
1.0,157.0,18.85,1.0,175.85,20,Tuesday,2017-01,40.14010416666667,PR,358.0083915661334
1.0,109.2,13.34,1.0,122.54,21,Tuesday,2017-01,54.118287037037035,SP,108.38324955963874
1.0,59.9,24.62,1.0,84.52,22,Tuesday,2017-01,48.06527777777778,PB,1780.8700457650148
1.0,134.17,16.05,1.0,150.22,22,Tuesday,2017-01,36.05903935185185,SP,370.5900744758774
1.0,89.99,14.8,1.0,104.79,23,Tuesday,2017-01,40.01538194444444,SP,411.36184948478467
1.0,169.0,25.0,1.0,194.0,23,Tuesday,2017-01,42.01340277777778,MG,799.4487858918989
1.0,24.9,20.67,1.0,45.57,0,Wednesday,2017-01,42.97788194444445,RS,991.6341405905965
1.0,467.0,18.38,1.0,485.38,2,Wednesday,2017-01,42.91555555555556,SP,329.58624761424545
1.0,45.0,50.0,1.0,95.0,8,Wednesday,2017-01,57.665543981481484,SP,891.1193086611695
1.0,39.98,11.74,1.0,51.72,8,Wednesday,2017-01,26.628055555555555,SP,86.71110573794374
1.0,149.99,11.66,1.0,161.65,10,Wednesday,2017-01,36.564363425925926,RJ,35.85711960791525
1.0,168.0,27.44,1.0,195.44,10,Wednesday,2017-01,50.5541087962963,PE,2467.163457710866
1.0,37.99,31.95,1.0,69.94,10,Wednesday,2017-01,50.544502314814814,PI,1669.7766561407416
1.0,89.9,17.37,1.0,107.27,11,Wednesday,2017-01,33.53175925925926,MG,544.1533862600749
1.0,43.9,26.61,1.0,70.51,12,Wednesday,2017-01,50.480636574074076,RN,2302.713871126869
1.0,29.9,14.52,1.0,44.42,12,Wednesday,2017-01,28.46431712962963,RJ,383.9739078442805
1.0,70.83,52.21,1.0,123.04,14,Wednesday,2017-01,42.39394675925926,ES,752.3088214507252
1.0,164.99,11.76,1.0,176.75,14,Wednesday,2017-01,36.37952546296296,SP,68.06594380762287
1.0,128.0,13.48,1.0,141.48,14,Wednesday,2017-01,26.377233796296295,SP,313.678087045755
1.0,20.9,14.52,1.0,35.42,15,Wednesday,2017-01,42.35332175925926,ES,342.753349317343
1.0,349.9,28.71,1.0,378.61,16,Wednesday,2017-01,60.32804398148148,PE,2377.8637177771
1.0,19.9,10.96,1.0,30.86,16,Wednesday,2017-01,40.3,MG,80.74700016696823
1.0,164.9,11.33,1.0,176.23,17,Wednesday,2017-01,40.288472222222225,SP,15.90275117867525
1.0,77.08,11.15,1.0,88.23,17,Wednesday,2017-01,36.27732638888889,SP,17.828458893807902
1.0,60.0,14.59,2.0,74.59,17,Wednesday,2017-01,40.26224537037037,RJ,250.02297967471193
1.0,117.3,22.29,1.0,139.59,17,Wednesday,2017-01,28.26105324074074,SC,635.6810559897609
1.0,33.99,16.6,2.0,50.59,17,Wednesday,2017-01,40.25307870370371,RJ,340.2460336766015
1.0,45.9,10.96,1.0,56.86,19,Wednesday,2017-01,53.180659722222224,SP,264.96919226533765
1.0,189.0,15.49,1.0,204.49,20,Wednesday,2017-01,40.158368055555556,MG,606.1922837448622
1.0,199.9,19.99,1.0,219.89,20,Wednesday,2017-01,32.15674768518519,MG,909.3202341269442
3.0,74.69999999999999,32.88,1.0,107.58,21,Wednesday,2017-01,40.119236111111114,SP,319.17376951776026
1.0,173.85,12.61,1.0,186.46,22,Wednesday,2017-01,26.07460648148148,SC,277.43969438995947
1.0,10.99,16.05,1.0,27.04,22,Wednesday,2017-01,42.05422453703704,RS,804.6357136179631
1.0,49.9,10.96,1.0,60.86,22,Wednesday,2017-01,26.043460648148148,SP,22.322712702656546
1.0,68.9,15.69,1.0,84.59,23,Wednesday,2017-01,40.03975694444444,RJ,581.8576960682661
1.0,99.0,22.62,1.0,121.62,23,Wednesday,2017-01,48.030914351851855,MT,1034.0983087518616
1.0,10.99,14.52,1.0,25.51,0,Thursday,2017-01,40.99431712962963,RJ,270.670355677212
2.0,25.98,18.68,1.0,44.66,8,Thursday,2017-01,38.627037037037034,SP,20.898343173377032
1.0,149.99,32.65,1.0,182.64,9,Thursday,2017-01,52.58346064814815,RN,2337.0629286542435
1.0,35.0,14.72,1.0,49.72,10,Thursday,2017-01,42.57119212962963,MG,441.3034741988507
1.0,419.9,31.13,1.0,451.03,10,Thursday,2017-01,40.56016203703704,SP,363.62556757462534
1.0,29.5,14.52,1.0,44.02,11,Thursday,2017-01,38.52295138888889,PR,555.2771995524693
1.0,87.9,20.7,1.0,108.6,11,Thursday,2017-01,28.508391203703702,RS,616.81755172594
1.0,34.9,8.72,1.0,43.62,12,Thursday,2017-01,26.498287037037038,SP,8.76631455904724
1.0,39.99,14.52,1.0,54.51,12,Thursday,2017-01,40.466574074074074,SP,333.77097043826745
1.0,89.9,11.24,1.0,101.14,13,Thursday,2017-01,26.453645833333333,SP,22.483670027781432
1.0,104.9,15.84,1.0,120.74,13,Thursday,2017-01,32.43175925925926,SP,227.2964902163592
1.0,84.9,11.2,1.0,96.1,14,Thursday,2017-01,38.413333333333334,SP,57.935400787180185
1.0,145.0,16.71,1.0,161.71,14,Thursday,2017-01,52.39666666666667,RJ,772.5725160603341
3.0,433.5,46.96,1.0,480.46,14,Thursday,2017-01,38.389965277777776,MG,135.50534124961356
1.0,149.9,17.2,1.0,167.1,15,Thursday,2017-01,47.359907407407405,SP,173.37008145993607
1.0,79.9,11.95,1.0,91.85,15,Thursday,2017-01,40.359907407407405,SP,147.06390017871573
1.0,128.8,16.11,1.0,144.91,15,Thursday,2017-01,40.34900462962963,MG,738.3164194126592
1.0,62.9,24.93,1.0,87.83,16,Thursday,2017-01,52.33140046296296,PA,2476.195574750263
1.0,59.5,17.16,1.0,76.66,16,Thursday,2017-01,40.32086805555556,SP,185.22933496298924
1.0,49.0,16.05,1.0,65.05,17,Thursday,2017-01,42.27953703703704,MG,808.8867479627045
1.0,59.5,13.0,1.0,72.5,19,Thursday,2017-01,38.20638888888889,MG,163.0313076569776
1.0,229.9,15.39,1.0,245.29,19,Thursday,2017-01,26.183622685185185,SP,9.05297711733889
1.0,659.0,30.87,1.0,689.87,20,Thursday,2017-01,52.15831018518519,PE,2129.452599923975
1.0,31.5,14.52,1.0,46.02,20,Thursday,2017-01,28.135324074074074,SP,662.9871563375663
1.0,6.9,15.65,1.0,22.55,21,Thursday,2017-01,42.108275462962965,DF,893.9353160030189
1.0,29.4,10.96,1.0,40.36,21,Thursday,2017-01,54.09119212962963,SP,96.70051658326507
1.0,45.9,14.52,1.0,60.42,22,Thursday,2017-01,55.064594907407404,MG,537.8032916089818
4.0,160.0,58.08,1.0,218.08,22,Thursday,2017-01,28.054259259259258,MG,502.15245078557547
1.0,109.5,37.71,1.0,147.21,23,Thursday,2017-01,26.03324074074074,SP,9.564149668997343
1.0,349.9,21.15,1.0,371.05,0,Friday,2017-01,54.9821875,ES,1205.4153707743842
1.0,46.9,11.74,1.0,58.64,0,Friday,2017-01,38.963553240740744,SP,15.738619233190592
1.0,37.99,14.12,1.0,52.11,1,Friday,2017-01,38.91730324074074,SP,456.01516598764744
1.0,119.9,15.95,1.0,135.85,3,Friday,2017-01,41.85018518518518,SP,311.57834037671915
1.0,51.9,16.06,1.0,67.96,10,Friday,2017-01,44.55065972222222,ES,625.8176812783522
1.0,115.9,19.09,1.0,134.99,10,Friday,2017-01,33.54278935185185,RJ,613.0862335706772
2.0,713.6,37.45,1.0,751.05,11,Friday,2017-01,40.533043981481484,SC,573.4862262736717
1.0,124.9,13.45,1.0,138.35,11,Friday,2017-01,39.51462962962963,SP,302.41917448423976
1.0,249.9,13.14,1.0,263.04,12,Friday,2017-01,26.4971875,SP,180.3785039831153
1.0,54.9,20.83,1.0,75.73,13,Friday,2017-01,48.435717592592596,RS,1416.0330329487517
1.0,19.99,16.05,1.0,36.04,14,Friday,2017-01,44.39738425925926,RJ,704.3159819371749
5.0,149.95,72.6,1.0,222.55,14,Friday,2017-01,32.39579861111111,SP,492.88020796874304
2.0,46.0,29.06,1.0,75.06,14,Friday,2017-01,40.386296296296294,MG,495.3544069526025
1.0,45.89,14.52,1.0,60.41,14,Friday,2017-01,40.37741898148148,MG,269.0058219132939
1.0,349.99,20.69,1.0,370.68,15,Friday,2017-01,46.36938657407408,GO,934.6667007552854
1.0,22.3,14.52,1.0,36.82,16,Friday,2017-01,39.314293981481484,MG,536.1018233097828
1.0,49.0,14.52,1.0,63.52,16,Friday,2017-01,40.31068287037037,RS,687.9228708170428
4.0,318.44,69.2,1.0,387.64,17,Friday,2017-01,40.27569444444445,MG,187.76646324055474
1.0,34.9,10.96,1.0,45.86,17,Friday,2017-01,53.26252314814815,SP,226.98281013811143
1.0,105.99,15.85,1.0,121.84,19,Friday,2017-01,38.19579861111111,SP,384.5327252093082
2.0,459.8,37.94,1.0,497.74,19,Friday,2017-01,38.19259259259259,PR,531.3492746968525
1.0,10.3,14.52,1.0,24.82,19,Friday,2017-01,40.19223379629629,SP,448.9310877748854
1.0,47.0,11.74,1.0,58.74,19,Friday,2017-01,38.18508101851852,SP,57.03127283627677
1.0,39.9,11.74,1.0,51.64,19,Friday,2017-01,41.17769675925926,SP,343.44768861799525
1.0,195.99,25.86,1.0,221.85,20,Friday,2017-01,52.14318287037037,PI,1974.519899496363
2.0,199.8,31.62,1.0,231.42,21,Friday,2017-01,38.11103009259259,SP,365.5274912923168
1.0,34.9,14.11,1.0,49.01,22,Friday,2017-01,40.07533564814815,SP,336.13600523606704
1.0,39.9,11.74,1.0,51.64,22,Friday,2017-01,26.070763888888887,SP,352.5356438953137
6.0,59.400000000000006,50.02,1.0,109.4,6,Saturday,2017-01,58.70936342592593,SP,143.19306470816588
1.0,99.9,17.44,1.0,117.34,8,Saturday,2017-01,31.63189814814815,RJ,496.001259228992
1.0,119.99,14.61,1.0,134.6,9,Saturday,2017-01,51.593912037037036,SP,143.63916515042413
1.0,19.0,14.52,1.0,33.52,14,Saturday,2017-01,39.41606481481482,RJ,316.2755688070056
1.0,11.5,10.96,1.0,22.46,14,Saturday,2017-01,53.40461805555555,SP,121.1246938195025
